provider,corridor,date,fee_php,effective_exchange_rate,weekday,weekday_number,is_holiday,is_promo,is_payday,effective_cost_php_15000
Remitly,AE-PH,2024-09-24,136.97,15.745825,Tuesday,1,0,0,0,283.84
WorldRemit,AE-PH,2024-09-24,144.16,15.695398,Tuesday,1,0,0,0,339.7
Wise,AE-PH,2024-09-25,124.19,15.756497,Wednesday,2,0,0,0,260.8
Remitly,AE-PH,2024-09-25,150.94,15.704866,Wednesday,2,0,0,0,337.31
WorldRemit,AE-PH,2024-09-25,116.89,15.724479,Wednesday,2,0,0,0,284.32
Wise,AE-PH,2024-09-26,110.38,15.779319,Thursday,3,0,0,0,225.1
Remitly,AE-PH,2024-09-26,163.63,15.688189,Thursday,3,0,0,0,366.15
WorldRemit,AE-PH,2024-09-26,147.7,15.677254,Thursday,3,0,0,0,360.82
Wise,AE-PH,2024-09-27,127.19,15.764823,Friday,4,0,0,0,255.81
Remitly,AE-PH,2024-09-27,168.18,15.685709,Friday,4,0,0,0,373.1
WorldRemit,AE-PH,2024-09-27,149.23,15.668586,Friday,4,0,0,0,370.77
Wise,AE-PH,2024-09-28,140.9,15.738223,Saturday,5,0,0,0,295.09
Remitly,AE-PH,2024-09-28,165.52,15.664003,Saturday,5,0,0,0,391.51
WorldRemit,AE-PH,2024-09-28,162.27,15.644082,Saturday,5,0,0,0,407.66
Wise,AE-PH,2024-09-29,163.87,15.683021,Sunday,6,0,0,1,371.4
Remitly,AE-PH,2024-09-29,176.78,15.637738,Sunday,6,0,0,1,428.35
WorldRemit,AE-PH,2024-09-29,174.96,15.604995,Sunday,6,0,0,1,458.53
Wise,AE-PH,2024-09-30,161.01,15.678202,Monday,0,0,0,1,373.22
Remitly,AE-PH,2024-09-30,161.62,15.67884,Monday,0,0,0,1,373.2
WorldRemit,AE-PH,2024-09-30,163.72,15.637155,Monday,0,0,0,1,415.85
Wise,AE-PH,2024-10-01,136.95,15.733575,Tuesday,1,0,0,0,295.62
Remitly,AE-PH,2024-10-01,135.48,15.743865,Tuesday,1,0,0,0,284.24
WorldRemit,AE-PH,2024-10-01,143.99,15.682901,Tuesday,1,0,0,0,351.64
Wise,AE-PH,2024-10-02,134.48,15.758835,Wednesday,2,0,0,0,268.85
Remitly,AE-PH,2024-10-02,148.13,15.714383,Wednesday,2,0,0,0,325.31
WorldRemit,AE-PH,2024-10-02,125.88,15.732836,Wednesday,2,0,0,0,285.25
Wise,AE-PH,2024-10-03,117.81,15.776868,Thursday,3,0,0,0,234.88
Remitly,AE-PH,2024-10-03,162.43,15.69022,Thursday,3,0,0,0,362.98
WorldRemit,AE-PH,2024-10-03,145.68,15.676341,Thursday,3,0,0,0,359.69
Wise,AE-PH,2024-10-04,131.49,15.759047,Friday,4,0,0,0,265.66
Remitly,AE-PH,2024-10-04,168.99,15.679048,Friday,4,0,0,0,380.37
WorldRemit,AE-PH,2024-10-04,152.33,15.651408,Friday,4,0,0,0,390.57
Wise,AE-PH,2024-10-05,139.43,15.735761,Saturday,5,0,0,0,295.99
Remitly,AE-PH,2024-10-05,167.61,15.687454,Saturday,5,0,0,0,370.84
WorldRemit,AE-PH,2024-10-05,160.28,15.65998,Saturday,5,0,0,0,390.19
Wise,AE-PH,2024-10-06,150.98,15.729145,Sunday,6,0,0,0,313.91
Remitly,AE-PH,2024-10-06,158.49,15.691531,Sunday,6,0,0,0,357.77
WorldRemit,AE-PH,2024-10-06,157.68,15.648143,Sunday,6,0,0,0,399.1
Wise,AE-PH,2024-10-07,144.18,15.718159,Monday,0,0,0,0,317.72
Remitly,AE-PH,2024-10-07,148.07,15.712858,Monday,0,0,0,0,326.72
WorldRemit,AE-PH,2024-10-07,147.7,15.66412,Monday,0,0,0,0,373.58
Wise,AE-PH,2024-10-08,139.85,15.73292,Tuesday,1,0,0,0,299.14
Remitly,AE-PH,2024-10-08,135.88,15.746366,Tuesday,1,0,0,0,282.23
WorldRemit,AE-PH,2024-10-08,142.06,15.680555,Tuesday,1,0,0,0,351.98
Wise,AE-PH,2024-10-09,134.75,15.744814,Wednesday,2,0,0,0,282.59
Remitly,AE-PH,2024-10-09,145.49,15.713012,Wednesday,2,0,0,0,323.99
WorldRemit,AE-PH,2024-10-09,121.48,15.706877,Wednesday,2,0,0,0,305.91
Wise,AE-PH,2024-10-10,114.51,15.802865,Thursday,3,0,0,0,206.71
Remitly,AE-PH,2024-10-10,155.76,15.688249,Thursday,3,0,0,0,358.22
WorldRemit,AE-PH,2024-10-10,141.62,15.68604,Thursday,3,0,0,0,346.22
Wise,AE-PH,2024-10-11,130.89,15.760685,Friday,4,0,0,0,263.48
Remitly,AE-PH,2024-10-11,165.5,15.68946,Friday,4,0,0,0,366.78
WorldRemit,AE-PH,2024-10-11,152.53,15.652494,Friday,4,0,0,0,389.72
Wise,AE-PH,2024-10-12,142.34,15.722922,Saturday,5,0,0,0,311.28
Remitly,AE-PH,2024-10-12,166.16,15.683702,Saturday,5,0,0,0,373.03
WorldRemit,AE-PH,2024-10-12,154.42,15.644681,Saturday,5,0,0,0,399.22
Wise,AE-PH,2024-10-13,152.52,15.713378,Sunday,6,0,0,0,330.67
Remitly,AE-PH,2024-10-13,157.47,15.693147,Sunday,6,0,0,0,355.19
WorldRemit,AE-PH,2024-10-13,157.23,15.62807,Sunday,6,0,0,0,418.23
Wise,AE-PH,2024-10-14,163.28,15.664173,Monday,0,0,0,1,389.1
Remitly,AE-PH,2024-10-14,137.13,15.725654,Monday,0,0,1,1,303.43
WorldRemit,AE-PH,2024-10-14,165.12,15.61423,Monday,0,0,0,1,439.65
Wise,AE-PH,2024-10-15,160.28,15.688973,Tuesday,1,0,0,1,362.04
Remitly,AE-PH,2024-10-15,120.21,15.766869,Tuesday,1,0,1,1,246.87
WorldRemit,AE-PH,2024-10-15,131.13,15.696314,Tuesday,1,0,1,1,325.78
Wise,AE-PH,2024-10-16,117.24,15.772844,Wednesday,2,0,1,1,238.16
Remitly,AE-PH,2024-10-16,137.99,15.732162,Wednesday,2,0,1,1,298.02
WorldRemit,AE-PH,2024-10-16,111.21,15.72541,Wednesday,2,0,1,1,277.75
Wise,AE-PH,2024-10-17,83.72,15.832385,Thursday,3,0,1,0,147.78
Remitly,AE-PH,2024-10-17,156.82,15.69136,Thursday,3,0,0,0,356.27
WorldRemit,AE-PH,2024-10-17,111.62,15.766738,Thursday,3,0,1,0,238.4
Wise,AE-PH,2024-10-18,106.14,15.817507,Friday,4,0,1,0,184.37
Remitly,AE-PH,2024-10-18,164.06,15.687327,Friday,4,0,0,0,367.42
WorldRemit,AE-PH,2024-10-18,153.72,15.659575,Friday,4,0,0,0,384.02
Wise,AE-PH,2024-10-19,137.14,15.730936,Saturday,5,0,0,0,298.35
Remitly,AE-PH,2024-10-19,170.85,15.68203,Saturday,5,0,0,0,379.34
WorldRemit,AE-PH,2024-10-19,157.88,15.632875,Saturday,5,0,0,0,414.19
Wise,AE-PH,2024-10-20,153.19,15.713931,Sunday,6,0,0,0,330.81
Remitly,AE-PH,2024-10-20,152.89,15.688318,Sunday,6,0,0,0,355.28
WorldRemit,AE-PH,2024-10-20,157.96,15.649305,Sunday,6,0,0,0,398.25
Wise,AE-PH,2024-10-21,145.73,15.714966,Monday,0,0,0,0,322.35
Remitly,AE-PH,2024-10-21,147.34,15.71726,Monday,0,0,0,0,321.74
WorldRemit,AE-PH,2024-10-21,142.9,15.661097,Monday,0,0,0,0,371.72
Wise,AE-PH,2024-10-22,141.1,15.734393,Tuesday,1,0,0,0,298.98
Remitly,AE-PH,2024-10-22,134.81,15.747457,Tuesday,1,0,0,0,280.12
WorldRemit,AE-PH,2024-10-22,142.58,15.688556,Tuesday,1,0,0,0,344.74
Wise,AE-PH,2024-10-23,132.93,15.752196,Wednesday,2,0,0,0,273.68
Remitly,AE-PH,2024-10-23,152.58,15.701391,Wednesday,2,0,0,0,342.32
WorldRemit,AE-PH,2024-10-23,120.67,15.701604,Wednesday,2,0,0,0,310.2
Wise,AE-PH,2024-10-24,117.64,15.79584,Thursday,3,0,0,0,216.55
Remitly,AE-PH,2024-10-24,153.97,15.678112,Thursday,3,0,0,0,366.26
WorldRemit,AE-PH,2024-10-24,139.18,15.698802,Thursday,3,0,0,0,331.42
Wise,AE-PH,2024-10-25,127.56,15.757172,Friday,4,0,0,0,263.52
Remitly,AE-PH,2024-10-25,165.14,15.680045,Friday,4,0,0,0,375.56
WorldRemit,AE-PH,2024-10-25,148.28,15.657394,Friday,4,0,0,0,380.7
Wise,AE-PH,2024-10-26,141.46,15.713304,Saturday,5,0,0,0,319.68
Remitly,AE-PH,2024-10-26,165.55,15.669522,Saturday,5,0,0,0,386.18
WorldRemit,AE-PH,2024-10-26,162.73,15.638425,Saturday,5,0,0,0,413.63
Wise,AE-PH,2024-10-27,149.59,15.723933,Sunday,6,0,0,0,317.55
Remitly,AE-PH,2024-10-27,158.35,15.690035,Sunday,6,0,0,0,359.08
WorldRemit,AE-PH,2024-10-27,162.26,15.637265,Sunday,6,0,0,0,414.29
Wise,AE-PH,2024-10-28,149.54,15.714643,Monday,0,0,0,0,326.47
Remitly,AE-PH,2024-10-28,151.71,15.723777,Monday,0,0,0,0,319.82
WorldRemit,AE-PH,2024-10-28,155.62,15.668162,Monday,0,0,0,0,377.57
Wise,AE-PH,2024-10-29,163.01,15.697642,Tuesday,1,0,0,1,356.38
Remitly,AE-PH,2024-10-29,144.13,15.701583,Tuesday,1,0,0,1,333.68
WorldRemit,AE-PH,2024-10-29,157.71,15.641844,Tuesday,1,0,0,1,405.27
Wise,AE-PH,2024-10-30,150.78,15.700883,Wednesday,2,0,0,1,341.01
Remitly,AE-PH,2024-10-30,162.86,15.663576,Wednesday,2,0,0,1,389.27
WorldRemit,AE-PH,2024-10-30,143.21,15.670062,Wednesday,2,0,0,1,363.31
Wise,AE-PH,2024-10-31,125.6,15.744895,Thursday,3,0,0,1,273.37
Remitly,AE-PH,2024-10-31,170.78,15.649357,Thursday,3,0,0,1,411.02
WorldRemit,AE-PH,2024-10-31,158.95,15.656456,Thursday,3,0,0,1,392.28
Wise,AE-PH,2024-11-01,129.2,15.760719,Friday,4,0,0,0,261.75
Remitly,AE-PH,2024-11-01,165.69,15.68297,Friday,4,0,0,0,373.27
WorldRemit,AE-PH,2024-11-01,155.86,15.676021,Friday,4,0,0,0,370.18
Wise,AE-PH,2024-11-02,134.2,15.739807,Saturday,5,0,0,0,286.86
Remitly,AE-PH,2024-11-02,169.35,15.698811,Saturday,5,0,0,0,361.58
WorldRemit,AE-PH,2024-11-02,155.51,15.646999,Saturday,5,0,0,0,398.05
Wise,AE-PH,2024-11-03,149.02,15.730278,Sunday,6,0,0,0,310.86
Remitly,AE-PH,2024-11-03,162.63,15.694043,Sunday,6,0,0,0,359.48
WorldRemit,AE-PH,2024-11-03,160.64,15.646592,Sunday,6,0,0,0,403.57
Wise,AE-PH,2024-11-04,154.12,15.711222,Monday,0,0,0,0,334.35
Remitly,AE-PH,2024-11-04,153.97,15.71598,Monday,0,0,0,0,329.61
WorldRemit,AE-PH,2024-11-04,148.83,15.656195,Monday,0,0,0,0,382.41
Wise,AE-PH,2024-11-05,136.79,15.734785,Tuesday,1,0,0,0,294.29
Remitly,AE-PH,2024-11-05,134.01,15.742972,Tuesday,1,0,0,0,283.63
WorldRemit,AE-PH,2024-11-05,139.45,15.690939,Tuesday,1,0,0,0,339.31
Wise,AE-PH,2024-11-06,132.22,15.761769,Wednesday,2,0,0,0,263.78
Remitly,AE-PH,2024-11-06,150.5,15.715326,Wednesday,2,0,0,0,326.77
WorldRemit,AE-PH,2024-11-06,123.41,15.716041,Wednesday,2,0,0,0,298.99
Wise,AE-PH,2024-11-07,111.91,15.793504,Thursday,3,0,0,0,213.06
Remitly,AE-PH,2024-11-07,165.23,15.682914,Thursday,3,0,0,0,372.86
WorldRemit,AE-PH,2024-11-07,143.33,15.672075,Thursday,3,0,0,0,361.48
Wise,AE-PH,2024-11-08,132.4,15.778826,Friday,4,0,0,0,247.6
Remitly,AE-PH,2024-11-08,168.36,15.674929,Friday,4,0,0,0,383.74
WorldRemit,AE-PH,2024-11-08,151.14,15.663114,Friday,4,0,0,0,378.0
Wise,AE-PH,2024-11-09,137.63,15.730933,Saturday,5,0,0,0,298.84
Remitly,AE-PH,2024-11-09,167.07,15.675501,Saturday,5,0,0,0,381.89
WorldRemit,AE-PH,2024-11-09,162.83,15.666325,Saturday,5,0,0,0,386.57
Wise,AE-PH,2024-11-10,141.64,15.727114,Sunday,6,0,0,0,306.54
Remitly,AE-PH,2024-11-10,157.87,15.686864,Sunday,6,0,0,0,361.67
WorldRemit,AE-PH,2024-11-10,159.08,15.638643,Sunday,6,0,0,0,409.76
Wise,AE-PH,2024-11-11,151.29,15.719345,Monday,0,0,0,0,323.68
Remitly,AE-PH,2024-11-11,117.26,15.772163,Monday,0,0,1,0,238.83
WorldRemit,AE-PH,2024-11-11,156.74,15.660853,Monday,0,0,0,0,385.8
Wise,AE-PH,2024-11-12,142.01,15.740701,Tuesday,1,0,0,0,293.81
Remitly,AE-PH,2024-11-12,100.18,15.792218,Tuesday,1,0,1,0,202.56
WorldRemit,AE-PH,2024-11-12,113.22,15.746719,Tuesday,1,0,1,0,259.23
Wise,AE-PH,2024-11-13,102.69,15.814581,Wednesday,2,0,1,0,183.7
Remitly,AE-PH,2024-11-13,117.97,15.783199,Wednesday,2,0,1,0,228.97
WorldRemit,AE-PH,2024-11-13,96.33,15.77281,Wednesday,2,0,1,0,217.29
Wise,AE-PH,2024-11-14,100.12,15.794479,Thursday,3,0,1,1,200.33
Remitly,AE-PH,2024-11-14,176.99,15.655441,Thursday,3,0,0,1,411.31
WorldRemit,AE-PH,2024-11-14,126.48,15.697389,Thursday,3,0,1,1,320.09
Wise,AE-PH,2024-11-15,119.17,15.770588,Friday,4,0,1,1,242.26
Remitly,AE-PH,2024-11-15,184.32,15.640904,Friday,4,0,0,1,432.79
WorldRemit,AE-PH,2024-11-15,174.54,15.602686,Friday,4,0,0,1,460.37
Wise,AE-PH,2024-11-16,152.29,15.678974,Saturday,5,0,0,1,363.75
Remitly,AE-PH,2024-11-16,181.13,15.646524,Saturday,5,0,0,1,424.13
WorldRemit,AE-PH,2024-11-16,176.81,15.593014,Saturday,5,0,0,1,472.12
Wise,AE-PH,2024-11-17,156.92,15.730049,Sunday,6,0,0,0,318.98
Remitly,AE-PH,2024-11-17,158.3,15.685061,Sunday,6,0,0,0,363.86
WorldRemit,AE-PH,2024-11-17,165.65,15.652062,Sunday,6,0,0,0,403.26
Wise,AE-PH,2024-11-18,153.02,15.712231,Monday,0,0,0,0,332.28
Remitly,AE-PH,2024-11-18,150.5,15.70087,Monday,0,0,0,0,340.74
WorldRemit,AE-PH,2024-11-18,148.31,15.654158,Monday,0,0,0,0,383.88
Wise,AE-PH,2024-11-19,139.33,15.72081,Tuesday,1,0,0,0,310.3
Remitly,AE-PH,2024-11-19,129.86,15.741531,Tuesday,1,0,0,0,280.86
WorldRemit,AE-PH,2024-11-19,151.85,15.694111,Tuesday,1,0,0,0,348.63
Wise,AE-PH,2024-11-20,127.69,15.750197,Wednesday,2,0,0,0,270.36
Remitly,AE-PH,2024-11-20,153.18,15.704615,Wednesday,2,0,0,0,339.8
WorldRemit,AE-PH,2024-11-20,129.91,15.724018,Wednesday,2,0,0,0,297.79
Wise,AE-PH,2024-11-21,111.41,15.813845,Thursday,3,0,0,0,193.13
Remitly,AE-PH,2024-11-21,153.36,15.696897,Thursday,3,0,0,0,347.44
WorldRemit,AE-PH,2024-11-21,139.25,15.682995,Thursday,3,0,0,0,346.81
Wise,AE-PH,2024-11-22,124.43,15.754611,Friday,4,0,0,0,262.85
Remitly,AE-PH,2024-11-22,166.75,15.672128,Friday,4,0,0,0,384.85
WorldRemit,AE-PH,2024-11-22,154.3,15.665341,Friday,4,0,0,0,378.99
Wise,AE-PH,2024-11-23,140.61,15.737734,Saturday,5,0,0,0,295.27
Remitly,AE-PH,2024-11-23,156.46,15.679246,Saturday,5,0,0,0,367.65
WorldRemit,AE-PH,2024-11-23,165.19,15.643536,Saturday,5,0,0,0,411.1
Wise,AE-PH,2024-11-24,147.52,15.713974,Sunday,6,0,0,0,325.1
Remitly,AE-PH,2024-11-24,161.06,15.694311,Sunday,6,0,0,0,357.65
WorldRemit,AE-PH,2024-11-24,160.98,15.636929,Sunday,6,0,0,0,413.34
Wise,AE-PH,2024-11-25,150.65,15.702073,Monday,0,0,0,0,339.73
Remitly,AE-PH,2024-11-25,146.45,15.722511,Monday,0,0,0,0,315.78
WorldRemit,AE-PH,2024-11-25,148.79,15.678467,Monday,0,0,0,0,360.74
Wise,AE-PH,2024-11-26,140.76,15.743106,Tuesday,1,0,0,0,290.25
Remitly,AE-PH,2024-11-26,138.67,15.748386,Tuesday,1,0,0,0,283.08
WorldRemit,AE-PH,2024-11-26,144.34,15.683637,Tuesday,1,0,0,0,351.28
Wise,AE-PH,2024-11-27,132.97,15.760298,Wednesday,2,0,0,0,265.93
Remitly,AE-PH,2024-11-27,147.93,15.71342,Wednesday,2,0,0,0,326.03
WorldRemit,AE-PH,2024-11-27,127.18,15.712778,Wednesday,2,0,0,0,305.9
Wise,AE-PH,2024-11-28,117.11,15.794724,Thursday,3,0,0,0,217.09
Remitly,AE-PH,2024-11-28,163.33,15.692442,Thursday,3,0,0,0,361.73
WorldRemit,AE-PH,2024-11-28,142.9,15.683716,Thursday,3,0,0,0,349.76
Wise,AE-PH,2024-11-29,147.57,15.70849,Friday,4,0,0,1,330.44
Remitly,AE-PH,2024-11-29,183.31,15.620356,Friday,4,0,0,1,451.85
WorldRemit,AE-PH,2024-11-29,166.84,15.62125,Friday,4,0,0,1,434.51
Wise,AE-PH,2024-11-30,166.11,15.656266,Saturday,5,1,0,1,399.63
Remitly,AE-PH,2024-11-30,192.08,15.606652,Saturday,5,1,0,1,474.02
WorldRemit,AE-PH,2024-11-30,186.92,15.570036,Saturday,5,1,0,1,504.81
Wise,AE-PH,2024-12-01,143.0,15.734218,Sunday,6,0,0,0,301.05
Remitly,AE-PH,2024-12-01,160.24,15.694802,Sunday,6,0,0,0,356.35
WorldRemit,AE-PH,2024-12-01,158.89,15.645341,Sunday,6,0,0,0,403.05
Wise,AE-PH,2024-12-02,151.62,15.720894,Monday,0,0,0,0,322.51
Remitly,AE-PH,2024-12-02,149.51,15.715855,Monday,0,0,0,0,325.26
WorldRemit,AE-PH,2024-12-02,149.66,15.671343,Monday,0,0,0,0,368.52
Wise,AE-PH,2024-12-03,140.23,15.722439,Tuesday,1,0,0,0,309.63
Remitly,AE-PH,2024-12-03,129.92,15.751599,Tuesday,1,0,0,0,271.24
WorldRemit,AE-PH,2024-12-03,143.13,15.679716,Tuesday,1,0,0,0,353.87
Wise,AE-PH,2024-12-04,128.95,15.757894,Wednesday,2,0,0,0,264.22
Remitly,AE-PH,2024-12-04,144.63,15.727628,Wednesday,2,0,0,0,309.02
WorldRemit,AE-PH,2024-12-04,123.93,15.726587,Wednesday,2,0,0,0,289.33
Wise,AE-PH,2024-12-05,117.83,15.764161,Thursday,3,0,0,0,247.09
Remitly,AE-PH,2024-12-05,156.66,15.702609,Thursday,3,0,0,0,345.22
WorldRemit,AE-PH,2024-12-05,139.45,15.69467,Thursday,3,0,0,0,335.7
Wise,AE-PH,2024-12-06,131.58,15.765658,Friday,4,0,0,0,259.4
Remitly,AE-PH,2024-12-06,172.43,15.673218,Friday,4,0,0,0,389.48
WorldRemit,AE-PH,2024-12-06,148.17,15.653996,Friday,4,0,0,0,383.9
Wise,AE-PH,2024-12-07,139.5,15.74565,Saturday,5,0,0,0,286.54
Remitly,AE-PH,2024-12-07,168.6,15.690583,Saturday,5,0,0,0,368.8
WorldRemit,AE-PH,2024-12-07,156.89,15.646422,Saturday,5,0,0,0,399.99
Wise,AE-PH,2024-12-08,142.35,15.711388,Sunday,6,0,0,0,322.43
Remitly,AE-PH,2024-12-08,153.01,15.699922,Sunday,6,0,0,0,344.16
WorldRemit,AE-PH,2024-12-08,162.53,15.641998,Sunday,6,0,0,0,409.94
Wise,AE-PH,2024-12-09,142.92,15.71815,Monday,0,0,0,0,316.46
Remitly,AE-PH,2024-12-09,115.39,15.774918,Monday,0,0,1,0,234.33
WorldRemit,AE-PH,2024-12-09,155.88,15.655276,Monday,0,0,0,0,390.36
Wise,AE-PH,2024-12-10,144.37,15.732004,Tuesday,1,0,0,0,304.55
Remitly,AE-PH,2024-12-10,100.21,15.805101,Tuesday,1,0,1,0,190.28
WorldRemit,AE-PH,2024-12-10,109.09,15.748691,Tuesday,1,0,1,0,253.2
Wise,AE-PH,2024-12-11,99.35,15.809682,Wednesday,2,0,1,0,185.04
Remitly,AE-PH,2024-12-11,117.61,15.780749,Wednesday,2,0,1,0,230.96
WorldRemit,AE-PH,2024-12-11,94.76,15.771015,Wednesday,2,0,1,0,217.43
Wise,AE-PH,2024-12-12,84.35,15.835672,Thursday,3,0,1,0,145.28
Remitly,AE-PH,2024-12-12,155.33,15.698404,Thursday,3,0,0,0,347.96
WorldRemit,AE-PH,2024-12-12,112.01,15.73566,Thursday,3,0,1,0,268.67
Wise,AE-PH,2024-12-13,95.9,15.809897,Friday,4,0,1,0,181.39
Remitly,AE-PH,2024-12-13,168.93,15.67204,Friday,4,0,0,0,387.11
WorldRemit,AE-PH,2024-12-13,151.88,15.668022,Friday,4,0,0,0,373.97
Wise,AE-PH,2024-12-14,157.72,15.68491,Saturday,5,0,0,1,363.42
Remitly,AE-PH,2024-12-14,178.26,15.629518,Saturday,5,0,0,1,437.84
WorldRemit,AE-PH,2024-12-14,176.17,15.590829,Saturday,5,0,0,1,473.63
Wise,AE-PH,2024-12-15,157.72,15.670522,Sunday,6,0,0,1,377.38
Remitly,AE-PH,2024-12-15,171.53,15.648617,Sunday,6,0,0,1,412.49
WorldRemit,AE-PH,2024-12-15,179.29,15.617995,Sunday,6,0,0,1,450.13
Wise,AE-PH,2024-12-16,167.94,15.681593,Monday,0,0,0,1,376.86
Remitly,AE-PH,2024-12-16,165.19,15.682979,Monday,0,0,0,1,372.76
WorldRemit,AE-PH,2024-12-16,165.64,15.61641,Monday,0,0,0,1,438.04
Wise,AE-PH,2024-12-17,146.27,15.734124,Tuesday,1,0,0,0,304.4
Remitly,AE-PH,2024-12-17,129.5,15.735333,Tuesday,1,0,0,0,286.47
WorldRemit,AE-PH,2024-12-17,140.37,15.693981,Tuesday,1,0,0,0,337.28
Wise,AE-PH,2024-12-18,132.08,15.755706,Wednesday,2,0,0,0,269.45
Remitly,AE-PH,2024-12-18,147.86,15.707755,Wednesday,2,0,0,0,331.45
WorldRemit,AE-PH,2024-12-18,119.16,15.719147,Wednesday,2,0,0,0,291.74
Wise,AE-PH,2024-12-19,108.11,15.789636,Thursday,3,0,0,0,212.96
Remitly,AE-PH,2024-12-19,158.25,15.699743,Thursday,3,0,0,0,349.59
WorldRemit,AE-PH,2024-12-19,140.36,15.684534,Thursday,3,0,0,0,346.42
Wise,AE-PH,2024-12-20,132.31,15.763644,Friday,4,0,0,0,262.06
Remitly,AE-PH,2024-12-20,164.06,15.657197,Friday,4,0,0,0,396.67
WorldRemit,AE-PH,2024-12-20,153.16,15.669231,Friday,4,0,0,0,374.07
Wise,AE-PH,2024-12-21,144.01,15.74784,Saturday,5,0,0,0,288.95
Remitly,AE-PH,2024-12-21,164.2,15.684533,Saturday,5,0,0,0,370.27
WorldRemit,AE-PH,2024-12-21,153.8,15.651329,Saturday,5,0,0,0,392.12
Wise,AE-PH,2024-12-22,145.56,15.712104,Sunday,6,0,0,0,324.94
Remitly,AE-PH,2024-12-22,153.96,15.687851,Sunday,6,0,0,0,356.8
WorldRemit,AE-PH,2024-12-22,155.03,15.655112,Sunday,6,0,0,0,389.67
Wise,AE-PH,2024-12-23,149.04,15.714956,Monday,0,0,0,0,325.67
Remitly,AE-PH,2024-12-23,143.14,15.728925,Monday,0,0,0,0,306.29
WorldRemit,AE-PH,2024-12-23,150.51,15.660322,Monday,0,0,0,0,380.08
Wise,AE-PH,2024-12-24,135.95,15.727566,Tuesday,1,0,0,0,300.4
Remitly,AE-PH,2024-12-24,128.48,15.751173,Tuesday,1,0,0,0,270.2
WorldRemit,AE-PH,2024-12-24,138.12,15.673933,Tuesday,1,0,0,0,354.46
Wise,AE-PH,2024-12-25,140.42,15.730158,Wednesday,2,1,0,0,302.38
Remitly,AE-PH,2024-12-25,157.58,15.682111,Wednesday,2,1,0,0,365.99
WorldRemit,AE-PH,2024-12-25,136.16,15.705757,Wednesday,2,1,0,0,321.68
Wise,AE-PH,2024-12-26,119.08,15.788459,Thursday,3,0,0,0,225.05
Remitly,AE-PH,2024-12-26,164.14,15.69899,Thursday,3,0,0,0,356.2
WorldRemit,AE-PH,2024-12-26,142.93,15.669336,Thursday,3,0,0,0,363.74
Wise,AE-PH,2024-12-27,133.24,15.740737,Friday,4,0,0,0,285.01
Remitly,AE-PH,2024-12-27,167.52,15.677606,Friday,4,0,0,0,380.3
WorldRemit,AE-PH,2024-12-27,160.46,15.66843,Friday,4,0,0,0,382.15
Wise,AE-PH,2024-12-28,145.87,15.733141,Saturday,5,0,0,0,304.96
Remitly,AE-PH,2024-12-28,166.77,15.669645,Saturday,5,0,0,0,387.28
WorldRemit,AE-PH,2024-12-28,162.71,15.645206,Saturday,5,0,0,0,407.0
Wise,AE-PH,2024-12-29,167.81,15.668304,Sunday,6,0,0,1,389.63
Remitly,AE-PH,2024-12-29,178.65,15.652075,Sunday,6,0,0,1,416.24
WorldRemit,AE-PH,2024-12-29,176.21,15.617193,Sunday,6,0,0,1,447.84
Wise,AE-PH,2024-12-30,171.38,15.635177,Monday,0,1,0,1,425.44
Remitly,AE-PH,2024-12-30,174.75,15.64783,Monday,0,1,0,1,416.48
WorldRemit,AE-PH,2024-12-30,184.8,15.584373,Monday,0,1,0,1,488.6
Wise,AE-PH,2024-12-31,155.89,15.697488,Tuesday,1,0,0,1,349.4
Remitly,AE-PH,2024-12-31,147.96,15.702305,Tuesday,1,0,0,1,336.81
WorldRemit,AE-PH,2024-12-31,155.23,15.648108,Tuesday,1,0,0,1,396.69
Wise,AE-PH,2025-01-01,144.32,15.741472,Wednesday,2,1,0,0,295.38
Remitly,AE-PH,2025-01-01,158.32,15.685316,Wednesday,2,1,0,0,363.62
WorldRemit,AE-PH,2025-01-01,130.56,15.701633,Wednesday,2,1,0,0,320.07
Wise,AE-PH,2025-01-02,117.2,15.782298,Thursday,3,0,0,0,229.07
Remitly,AE-PH,2025-01-02,153.55,15.692062,Thursday,3,0,0,0,352.32
WorldRemit,AE-PH,2025-01-02,141.94,15.69138,Thursday,3,0,0,0,341.36
Wise,AE-PH,2025-01-03,129.46,15.754813,Friday,4,0,0,0,267.69
Remitly,AE-PH,2025-01-03,164.41,15.68239,Friday,4,0,0,0,372.55
WorldRemit,AE-PH,2025-01-03,150.27,15.664006,Friday,4,0,0,0,376.26
Wise,AE-PH,2025-01-04,136.5,15.727305,Saturday,5,0,0,0,301.2
Remitly,AE-PH,2025-01-04,164.26,15.671257,Saturday,5,0,0,0,383.2
WorldRemit,AE-PH,2025-01-04,158.94,15.649666,Saturday,5,0,0,0,398.88
Wise,AE-PH,2025-01-05,143.87,15.731264,Sunday,6,0,0,0,304.76
Remitly,AE-PH,2025-01-05,153.47,15.683094,Sunday,6,0,0,0,360.93
WorldRemit,AE-PH,2025-01-05,157.26,15.64461,Sunday,6,0,0,0,402.13
Wise,AE-PH,2025-01-06,145.94,15.719041,Monday,0,0,0,0,318.62
Remitly,AE-PH,2025-01-06,118.77,15.783613,Monday,0,0,1,0,229.37
WorldRemit,AE-PH,2025-01-06,151.62,15.670052,Monday,0,0,0,0,371.74
